"taxon.name","class"
"Omiodes analis","Insecta"
"Ranunculus paludosus","Magnoliopsida"
"Vespa ducalis","Insecta"
"Eschatarchia lineata","Insecta"
"Lophontosia fusca","Insecta"
"Sinarella nigrisigna","Insecta"
"Trechus quadristriatus","Insecta"
"Mercurialis huetii","Magnoliopsida"
"Hormathophylla spinosa","Magnoliopsida"
"Crucianella angustifolia","Magnoliopsida"
"Asphodelus cerasiferus","Liliopsida"
"Taraxacum obovatum","Magnoliopsida"
"Primula floribunda","Magnoliopsida"
"Eudorcas rufifrons","Mammalia"
"Titulcia confictella","Insecta"
"Strotihypera macroplaga","Insecta"
"Pseudocheilinus ocellatus",NA
"Pseudeuchlora kafebera","Insecta"
"Ecliptopera furva","Insecta"
"Chaetolopha incurvata","Insecta"
"Phyllodoce maculata","Polychaeta"
"Dichomeris sandycitis","Insecta"
"Alucita spilodesma","Insecta"
"Labropsis micronesica",NA
"Auplopus carbonarius","Insecta"
"Cyclamen africanum","Magnoliopsida"
"Ayuthia spectabile",NA
"Pyrops connectens",NA
"Alcalus tasanae",NA
"Liparis campylostalix",NA
"Pheropsophus lissoderus","Insecta"
"Anereuthina renosa",NA
"Gagea transversalis","Liliopsida"
"Auritibicen flammatus","Insecta"
"Artemisia marschalliana","Magnoliopsida"
"Sternbergia clusiana","Liliopsida"
"Stipa lessingiana","Liliopsida"
"Eremopyrum triticeum","Liliopsida"
"Ochrophara chinensis","Insecta"
"Artemisia santonicum",NA
"Petrosimonia triandra",NA
"Suaeda salsa",NA
"Petrosimonia oppositifolia",NA
"Dichodon viscidum",NA
"Holosteum glutinosum","Magnoliopsida"
"Gagea dubia",NA
"Pardosa pseudoannulata","Arachnida"
"Megalurus palustris","Aves"
"Anterhynchium abdominale",NA
"Pholiota astragalina","Agaricomycetes"
"Pseudagrion williamsoni",NA
"Coeliccia loogali",NA
"Calocedrus macrolepis","Pinopsida"
"Lyriothemis biappendiculata",NA
"Asparagus pallasii",NA
"Libellago semiopaca",NA
"Euphaea impar","Insecta"
"Echo modesta","Insecta"
"Verbascum pinnatifidum","Magnoliopsida"
"Torquigener brevipinnis","Actinopterygii"
"Drepanosticta fontinalis","Insecta"
"Nostoc caeruleum","Cyanophyceae"
"Eudocima tyrannus","Insecta"
"Thymus dimorphus",NA
"Rivula niveipuncta","Insecta"
"Adrapsa quadrilinealis","Insecta"
"Ranina ranina","Malacostraca"
"Platyja ciacula","Insecta"
"Corgatha trichogyia","Insecta"
"Oreumenes decoratus","Insecta"
"Phyllidiopsis fissurata","Gastropoda"
"Menida musiva","Insecta"
"Cicerbita plumieri","Magnoliopsida"
"Ypthima praenubila","Insecta"
"Euphorbia makinoi","Magnoliopsida"
"Scandix verna","Magnoliopsida"
"Oligodon woodmasoni",NA
"Coryphophylax subcristatus","Reptilia"
"Microglossa pyrifolia","Magnoliopsida"
"Camaena cicatricosa","Gastropoda"
"Euplocamus anthracinalis","Insecta"
"Rumina saharica","Gastropoda"
"Cecropis badia","Aves"
"Tremoctopus gracilis","Cephalopoda"
"Megophrys kobayashii","Amphibia"
"Polygonatum stenophyllum",NA
"Anthophora robusta","Insecta"
"Psilopogon chrysopogon","Aves"
"Polygonatum involucratum","Liliopsida"
"Melanochlora sultanea","Aves"
"Polygonatum humile","Liliopsida"
"Acanthophippium striatum","Liliopsida"
"Polygonatum acuminatifolium",NA
"Veronica anagalloides","Magnoliopsida"
"Teleogryllus derelictus","Insecta"
"Diospyros cathayensis","Magnoliopsida"
"Odontolabis femoralis","Insecta"
"Convallaria keiskei","Liliopsida"
"Gonepteryx taiwana",NA
"Anthipes solitaris","Aves"
"Chloranthus serratus","Magnoliopsida"
"Chloranthus quadrifolius","Magnoliopsida"
"Suaeda heteroptera",NA
"Arborophila campbelli","Aves"
"Suaeda glauca",NA
"Ipomoea littoralis","Magnoliopsida"
"Salsola komarovii","Magnoliopsida"
"Corispermum stauntonii",NA
"Silene fissipetala","Magnoliopsida"
"Chenopodium bryoniifolium","Magnoliopsida"
"Atriplex subcordata",NA
"Atriplex patens",NA
"Euonymus pauciflora","Magnoliopsida"
"Jasminum urophyllum","Magnoliopsida"
"Orolestes octomaculatus","Insecta"
"Coptocephala bifasciata","Insecta"
"Heliaeschna crassa","Insecta"
"Coeliccia kazukoae",NA
"Vestalis beryllae",NA
"Telosticta janeus",NA
"Teinobasis laidlawi",NA
"Rhinocypha humeralis",NA
"Rhinocypha aurofulgens",NA
"Prodasineura hyperythra",NA
"Prodasineura dorsalis",NA
"Prodasineura flammula",NA
"Corgatha tornalis","Insecta"
"Hypena albisigna","Insecta"
"Neurobasis longipes","Insecta"
"Lestes praemorsus","Insecta"
"Euphaea subcostalis",NA
"Coeliccia nigrohamata",NA
"Coeliccia nemoricola",NA
"Coeliccia arcuata",NA
"Urvillea chacoensis","Magnoliopsida"
"Coelomera lanio","Insecta"
"Pachyramphus minor","Aves"
"Aechmea gamosepala","Liliopsida"
"Solaropsis braziliana","Gastropoda"
"Enyalius catenatus",NA
"Gymnodactylus geckoides","Reptilia"
"Psychosaura macrorhyncha","Reptilia"
"Cuphea fruticosa","Magnoliopsida"
"Euclera rubricincta","Insecta"
"Scorpiodoras calderonensis",NA
"Auchenipterichthys coracoideus",NA
"Aristolochia fimbriata","Magnoliopsida"
"Lythrypnus gilberti","Actinopterygii"
"Myrceugenia glaucescens",NA
"Tenellus trimaculatus",NA
"Butia eriospatha","Liliopsida"
"Boulengerella maculata",NA
"Limatulichthys griseus",NA
"Eutryxalis filata","Insecta"
"Phanaeus splendidulus","Insecta"
"Eriphia gonagra",NA
"Hypocnemoides maculicauda","Aves"
"Augochloropsis tupacamaru",NA
"Acanthoscurria gomesiana",NA
"Enyalius iheringii","Reptilia"
"Paranaita bilimbata","Insecta"
"Opsiphanes cassiae","Insecta"
"Abrothrix hirta",NA
"Allograpta hortensis","Insecta"
"Colicodendron scabridum","Magnoliopsida"
"Alternanthera pubiflora","Magnoliopsida"
"Epilampra hualpensis","Insecta"
"Solanum aculeatissimum","Magnoliopsida"
"Megachile pollinosa","Insecta"
"Mola alexandrini","Actinopterygii"
"Bothrocophias microphthalmus","Reptilia"
"Tragia hieronymi","Magnoliopsida"
"Capsicum chacoense","Magnoliopsida"
"Hista fabricii",NA
"Augiades epimethea","Insecta"
"Moya spinosa","Magnoliopsida"
"Festuca coxii","Liliopsida"
"Porphyrobaphe iostoma","Gastropoda"
"Leptinella featherstonii","Magnoliopsida"
"Emesis lupina","Insecta"
"Lecocarpus pinnatifidus","Magnoliopsida"
"Celaenia distincta",NA
"Eriococcus campbelli","Insecta"
"Rhinoptera neglecta","Elasmobranchii"
"Ichneutica infensa","Insecta"
"Phloeograptis obliquata","Insecta"
"Disperis trilineata","Liliopsida"
"Ravenea robustior","Liliopsida"
"Caladenia flava","Liliopsida"
"Sophronica carbonaria",NA
"Pelargonium multiradiatum","Magnoliopsida"
"Pyronota edwardsi","Insecta"
"Sagra bicolor","Insecta"
"Hypolepis rufobarbata","Polypodiopsida"
"Ithycyphus miniatus","Reptilia"
"Psoralea congesta","Magnoliopsida"
"Scolopsis bimaculata","Actinopterygii"
"Prionofrontia strigata","Insecta"
"Solenosthedium liligerum","Insecta"
"Stactolaema whytii","Aves"
"Dichtha inflata","Insecta"
"Eriospermum alcicorne",NA
"Amblyglyphidodon orbicularis","Actinopterygii"
"Helichrysum caespititium","Magnoliopsida"
"Erica scabriuscula","Magnoliopsida"
"Aptosimum elongatum",NA
"Pegasus volitans","Actinopterygii"
"Antennatus nummifer",NA
"Metavelifer multiradiatus","Actinopterygii"
"Polyspina piosae","Actinopterygii"
"Cyclograpsus punctatus","Malacostraca"
"Phaeohelotium baileyanum","Leotiomycetes"
"Cortinarius rotundisporus","Agaricomycetes"
"Ramaria lorithamnus","Agaricomycetes"
"Sowerbyella rhenana","Pezizomycetes"
"Calathusa basicunea","Insecta"
"Leto venus","Insecta"
"Protosteira spectabilis","Insecta"
"Philippia lutea","Gastropoda"
"Parma oligolepis","Actinopterygii"
"Cortinarius fibrillosus","Agaricomycetes"
"Hygrocybe austropratensis",NA
"Humidicutis arcohastata",NA
"Hygrophorus involutus","Agaricomycetes"
"Geoglossum glutinosum",NA
"Ramaria anziana","Agaricomycetes"
"Rehimena cissophora","Insecta"
"Bicyclus anynana","Insecta"
"Hygrocybe leucogloea",NA
"Gliophorus graminicolor","Agaricomycetes"
"Neobarya agaricicola","Sordariomycetes"
"Hygrocybe rodwayi",NA
"Jorunna pantherina","Gastropoda"
"Elysia yaeyamana",NA
"Orbilia xanthostigma","Orbiliomycetes"
"Hymenotorrendiella eucalypti",NA
"Clitocybe semiocculta","Agaricomycetes"
"Limacella pitereka","Agaricomycetes"
"Scutellaria humilis","Magnoliopsida"
"Ichneutica similis",NA
"Ichneutica sulcana",NA
"Ichneutica epiastra",NA
"Chrysorthenches virgata","Insecta"
"Marasmius crinis-equi","Agaricomycetes"
"Mycena lazulina","Agaricomycetes"
"Entoloma readiae","Agaricomycetes"
"Mycena kurramulla","Agaricomycetes"
"Lachnum pteridophyllum","Leotiomycetes"
"Hymenoscyphus berggrenii","Leotiomycetes"
"Cycas conferta",NA
"Donuca lanipes","Insecta"
"Desmonema gaudichaudi","Scyphozoa"
"Schoenoplectus brachyceras","Liliopsida"
"Falco dickinsoni","Aves"
"Gymnosporia polyacantha","Magnoliopsida"
"Sesamothamnus guerichii","Magnoliopsida"
"Chlorovibrissea melanochlora","Leotiomycetes"
"Bembicium vittatum","Gastropoda"
"Floscopa glomerata","Liliopsida"
"Thelotornis mossambicanus","Reptilia"
"Kalotermes capicola",NA
"Endiandra hypotephra",NA
"Lymantria singapura","Insecta"
"Orinoeme centurio","Insecta"
"Ceriops australis","Magnoliopsida"
"Wuhanlinigobius polylepis","Actinopterygii"
"Isolepis sepulcralis","Liliopsida"
"Racopilum strumiferum","Bryopsida"
"Septobasidium clelandii","Pucciniomycetes"
"Sceptridium biforme","Polypodiopsida"
"Aristaenetus similis","Insecta"
"Strumigenys membranifera","Insecta"
"Ianthella basta","Demospongiae"
"Ophiocnemis marmorata","Ophiuroidea"
"Retropinna retropinna","Actinopterygii"
"Potamogeton ochreatus","Liliopsida"
"Acacia decora","Magnoliopsida"
"Geastrum tenuipes","Agaricomycetes"
"Monopis chrysogramma","Insecta"
"Epitymbia eudrosa","Insecta"
"Australobuthus xerolimniorum",NA
"Abantiades argyrosticha","Insecta"
"Cerodontha angustipennis","Insecta"
"Urnisa rugosa","Insecta"
"Ctenotus australis",NA
"Chrysocraspeda cruoraria","Insecta"
"Limnodynastes interioris","Amphibia"
"Lychas buchari",NA
"Isometroides angusticaudus",NA
"Isometroides vescus",NA
"Pharochilus rugiceps","Insecta"
"Urodacus novaehollandiae","Arachnida"
"Entometa fervens","Insecta"
"Casbia melanops","Insecta"
"Calcager apertum","Insecta"
"Chelipoda secreta","Insecta"
"Urodacus yaschenkoi","Arachnida"
"Enchronista proximella","Insecta"
"Maxates multitincta","Insecta"
"Scaptesyle equidistans","Insecta"
"Thallogama corticola","Insecta"
"Entometa decorata","Insecta"
"Loxioides bailleui","Aves"
"Pinus maximartinezii","Pinopsida"
"Spodoptera hipparis","Insecta"
"Anolis immaculogularis","Reptilia"
"Copicerus irroratus","Insecta"
"Uvanilla unguis","Gastropoda"
"Anolis macrinii",NA
"Eustala illicita",NA
"Epitonium hexagonum","Gastropoda"
"Crucibulum scutellatum","Gastropoda"
"Acar gradata","Bivalvia"
"Periphoba unicolor","Insecta"
"Perityle harkerae","Magnoliopsida"
"Mecotetartus antennatus","Insecta"
"Spigelia humboldtiana","Magnoliopsida"
"Ledebouria socialis","Liliopsida"
"Phacelia arizonica","Magnoliopsida"
"Lachnella alboviolascens","Agaricomycetes"
"Conoderus scissus","Insecta"
"Minuca longisignalis","Malacostraca"
"Coleothorpa dominicana","Insecta"
"Salticus austinensis","Arachnida"
"Erigeron tracyi","Magnoliopsida"
"Microschatia championi","Insecta"
"Dioryctria gulosella",NA
"Branchinecta mackini","Branchiopoda"
"Lepidurus lemmoni","Branchiopoda"
"Lecanora fulvastra","Lecanoromycetes"
"Roldana sundbergii","Magnoliopsida"
"Rhyssa lineolata","Insecta"
"Olybria aliculella","Insecta"
"Tuckermannopsis orbata",NA
"Fellhanera bouteillei","Lecanoromycetes"
"Berberis wilcoxii","Magnoliopsida"
"Pima granitella",NA
"Oneida luniferella","Insecta"
"Acanthotoca graefi","Insecta"
"Pococera euphemella","Insecta"
"Protoproutia laredoata","Insecta"
"Ceanothus otayensis","Magnoliopsida"
"Lepechinia ganderi","Magnoliopsida"
"Eupompha elegans","Insecta"
"Ochlerotatus sierrensis","Insecta"
"Tidesmus episcopus","Diplopoda"
"Cyprinodon eremus","Actinopterygii"
"Cyprinodon macularius","Actinopterygii"
"Micranthemum umbrosum","Magnoliopsida"
"Thelypteris concinna","Polypodiopsida"
"Iresine orientalis","Magnoliopsida"
"Bocconia latisepala","Magnoliopsida"
"Exobasidium symploci","Exobasidiomycetes"
"Brickellia floribunda","Magnoliopsida"
"Mentzelia nuda","Magnoliopsida"
"Arhaphe arguta","Insecta"
"Pseudouroctonus apacheanus","Arachnida"
"Tradescantia tharpii","Liliopsida"
"Arracacia atropurpurea","Magnoliopsida"
"Croton leucophyllus","Magnoliopsida"
"Verbena runyonii","Magnoliopsida"
"Surirella librile","Bacillariophyceae"
"Hogna frondicola","Arachnida"
"Kalanchoe marmorata","Magnoliopsida"
"Liriomyza trifoliearum","Insecta"
"Acanthogobius flavimanus","Actinopterygii"
"Mentzelia micrantha","Magnoliopsida"
"Rudbeckia maxima","Magnoliopsida"
"Euphorbia greggii","Magnoliopsida"
"Melissodes tepaneca","Insecta"
"Megachile zaptlana",NA
"Apiastrum angustifolium","Magnoliopsida"
"Melacoryphus nigrinervis",NA
"Palpada mexicana","Insecta"
"Eriogonum fastigiatum","Magnoliopsida"
"Dendroleon speciosus","Insecta"
"Erynnis martialis","Insecta"
"Ommatius baboquivari",NA
"Stahnkeus subtilimanus","Arachnida"
"Thelephora anthocephala","Agaricomycetes"
"Ranunculus canus","Magnoliopsida"
"Astragalus didymocarpus","Magnoliopsida"
"Lomatium parryi","Magnoliopsida"
"Eriogonum brachyanthum","Magnoliopsida"
"Angelica scabrida","Magnoliopsida"
"Astragalus remotus","Magnoliopsida"
"Pyrgulopsis turbatrix","Gastropoda"
"Pyrgulopsis deaconi","Gastropoda"
"Hemileuca grotei","Insecta"
"Tetradymia axillaris","Magnoliopsida"
"Lupinus grayi","Magnoliopsida"
"Catorhintha mendica","Insecta"
"Peridinetus irroratus","Insecta"
"Cydia toreuta","Insecta"
"Sarota acantus","Insecta"
"Semioscopis merriccella","Insecta"
"Exelastis pumilio","Insecta"
"Cnaphalocrocis cochrusalis","Insecta"
"Phanocles costaricensis","Insecta"
"Pseudancistrus depressus",NA
"Espeletia boyacensis","Magnoliopsida"
"Acinipe hesperica",NA
"Saurodactylus mauritanicus","Reptilia"
"Tomares mauretanicus","Insecta"
"Cteniloricaria platystoma",NA
"Coscineuta trochilus",NA
"Terminalia amazonia","Magnoliopsida"
"Schippia concolor","Liliopsida"
"Rhynchospora cephalotes",NA
"Mouriri exilis",NA
"Cryosophila stauracantha","Liliopsida"
"Laetia thamnia","Magnoliopsida"
"Guettarda combsii","Magnoliopsida"
"Erythroxylum guatemalense","Magnoliopsida"
"Dracaena americana","Liliopsida"
"Chloealtis conspersa","Insecta"
"Hylastes porculus","Insecta"
"Lysiloma sabicu","Magnoliopsida"
"Battus lycidas","Insecta"
"Rhinella sternosignata","Amphibia"
"Espeletia lopezii","Magnoliopsida"
"Paepalanthus lodiculoides","Liliopsida"
"Elleanthus myrosmatis","Liliopsida"
"Marshallia trinervia","Magnoliopsida"
"Diplostephium juajibioyi","Magnoliopsida"
"Niphogeton ternata","Magnoliopsida"
"Senecio latiflorus","Magnoliopsida"
"Paepalanthus karstenii","Liliopsida"
"Eufidonia convergaria","Insecta"
"Alophia silvestris","Liliopsida"
"Plagiocheilus soliviformis","Magnoliopsida"
"Helicina concentrica","Gastropoda"
"Maxillaria setigera","Liliopsida"
"Stator bixae","Insecta"
"Procambarus pycnogonopodus","Malacostraca"
"Procambarus kilbyi","Malacostraca"
"Neobartsia stricta","Magnoliopsida"
"Streptocephalus sealii","Branchiopoda"
"Anicla ignicans",NA
"Melanonotus powellorum",NA
"Anthidium florentinum","Insecta"
"Phragmites karka","Liliopsida"
"Pseudodirphia menander","Insecta"
"Croton alabamensis","Magnoliopsida"
"Nyctibora acaciana","Insecta"
"Parmotrema dilatatum","Lecanoromycetes"
"Oligoplites altus","Actinopterygii"
"Haemulopsis leuciscus","Actinopterygii"
"Brycon guatemalensis",NA
"Dikrella maculata",NA
"Melica bulbosa","Liliopsida"
"Caralinda causeyae","Diplopoda"
"Parotocinclus britskii",NA
"Xenomyrmex floridanus","Insecta"
"Peltophryne guentheri","Amphibia"
"Angadenia berteroi","Magnoliopsida"
"Geranium dalmaticum","Magnoliopsida"
"Scinax caprarius","Amphibia"
"Lantana depressa","Magnoliopsida"
"Epidendrum brevivenium",NA
"Pleurothallis truncata","Liliopsida"
"Enoplocerus armillatus",NA
"Furia ithacensis","Entomophthoromycetes"
"Bryconops caudomaculatus",NA
"Odontomachus haematodus","Insecta"
"Pemphigus populitransversus","Insecta"
"Aureolaria pedicularia","Magnoliopsida"
"Carollia sowelli","Mammalia"
"Molossus sinaloae","Mammalia"
"Phyllonorycter tritaenianella","Insecta"
"Narcissus obesus","Liliopsida"
"Dilophus serotinus",NA
"Crocus carpetanus","Liliopsida"
"Juncus capitatus","Liliopsida"
"Masdevallia coriacea","Liliopsida"
"Holodiscus argenteus","Magnoliopsida"
"Halimium umbellatum","Magnoliopsida"
"Lycosa fasciiventris","Arachnida"
"Physocyclus globosus","Arachnida"
"Cassis tuberosa","Gastropoda"
"Ophidiaster ophidianus","Asteroidea"
"Oncidium integrilabre","Liliopsida"
"Kiekie sinuatipes","Arachnida"
"Callicore atacama","Insecta"
"Myiarchus venezuelensis","Aves"
"Lymnaea cousini","Gastropoda"
"Canthon pilularius","Insecta"
"Jadera obscura","Insecta"
"Psammisia ramiflora",NA
"Hidalgoa ternata","Magnoliopsida"
"Polybia simillima","Insecta"
"Tacparia zalissaria","Insecta"
"Bunodosoma biscayense",NA
"Cystoseira compressa","Phaeophyceae"
"Justicia fimbriata","Magnoliopsida"
"Maripa panamensis","Magnoliopsida"
"Cyrtolobus tuberosus","Insecta"
"Cribroheros bussingi",NA
"Aroma henricus",NA
"Cormura brevirostris","Mammalia"
"Alpheus heterochaelis","Malacostraca"
"Neoscapteriscus abbreviatus","Insecta"
"Brycon costaricensis","Actinopterygii"
"Ocotea sinuata",NA
"Stigmaphyllon floribundum",NA
"Scopalina ruetzleri","Demospongiae"
"Distaplia corolla","Ascidiacea"
"Heliconius sapho","Insecta"
"Zapada cinctipes","Insecta"
"Melanelixia fuliginosa","Lecanoromycetes"
"Cryptonatica aleutica","Gastropoda"
"Potentilla subgorodkovii",NA
"Coniontis ovalis","Insecta"
"Neottia convallarioides","Liliopsida"
"Gaultheria ovatifolia","Magnoliopsida"
"Halesus digitatus",NA
"Gomphaeschna furcillata","Insecta"
"Calolydella lathami",NA
"Lepadogaster purpurea","Actinopterygii"
"Lobesia abscisana","Insecta"
"Elachista atricomella","Insecta"
"Acrobasis advenella","Insecta"
"Scotopteryx luridata","Insecta"
"Lycodes vahlii","Actinopterygii"
"Eufidonia discospilata","Insecta"
"Allium cyrillii","Liliopsida"
"Perixera sarawackaria","Insecta"
"Macrophya duodecimpunctata","Insecta"
"Eucera longicornis","Insecta"
"Acanthus syriacus","Magnoliopsida"
"Saponaria orientalis",NA
"Hylobates funereus","Mammalia"
"Caliscelis bonellii","Insecta"
"Cyrtodactylus quadrivirgatus","Reptilia"
"Echinaria capitata","Liliopsida"
"Astrodaucus orientalis","Magnoliopsida"
"Centaurea reflexa","Magnoliopsida"
"Eryngium caeruleum","Magnoliopsida"
"Conocephalus dorsalis","Insecta"
"Callicephalus nitens",NA
"Lygodactylus gutturalis","Reptilia"
"Physocaulis nodosus","Magnoliopsida"
"Liachirus melanospilos","Actinopterygii"
"Prionosthenus syriacus","Insecta"
"Microbotryum lychnidis-dioicae","Microbotryomycetes"
"Catarhoe basochesiata","Insecta"
"Neoplocaederus obesus","Insecta"
"Anthaxia bicolor",NA
"Nactus pelagicus","Reptilia"
"Scotophilus leucogaster","Mammalia"
"Eurythyrea eoa",NA
"Echinops amplexicaulis",NA
"Sephisa princeps","Insecta"
"Symphytum tauricum","Magnoliopsida"
"Euphorbia medicaginea","Magnoliopsida"
"Cratena peregrina","Gastropoda"
"Parnassius arcticus",NA
"Diplotaxis ibicensis","Magnoliopsida"
"Lagonosticta rara","Aves"
"Cinnyris bouvieri",NA
"Polyrhachis lacteipennis","Insecta"
"Taxillus kaempferi","Magnoliopsida"
"Polystichum tagawanum","Polypodiopsida"
"Bodianus bimaculatus","Actinopterygii"
"Trochalopteron squamatum","Aves"
"Limax graecus","Gastropoda"
"Oxycheilinus celebicus","Actinopterygii"
"Carlina involucrata","Magnoliopsida"
"Metasia ophialis","Insecta"
"Leucas zeylanica","Magnoliopsida"
"Oligolophus tridens","Arachnida"
"Serpulorbis arenaria","Gastropoda"
"Macroprotodon mauritanicus","Reptilia"
"Discoglypha locupletata","Insecta"
"Punctelia jeckeri","Lecanoromycetes"
"Tipula nova","Insecta"
"Erinaceus concolor","Mammalia"
"Thysanoptyx incurvata","Insecta"
"Diphtherocome pulchra","Insecta"
"Horithyatira decorata","Insecta"
"Evarcha flavocincta","Arachnida"
"Darevskia caucasica","Reptilia"
"Macroselinum latifolium",NA
"Boerhavia glabrata","Magnoliopsida"
"Tribulus taiwanense","Magnoliopsida"
"Bischofia polycarpa","Magnoliopsida"
"Pseudopterogorgia fredericki","Anthozoa"
"Veronica capsellicarpa","Magnoliopsida"
"Nudaria suffusa","Insecta"
"Boreus hyemalis","Insecta"
"Bertula kosemponica","Insecta"
"Heterophleps variegata","Insecta"
"Cassia javanica","Magnoliopsida"
"Macrostemum radiatum","Insecta"
"Gypsophila glomerata",NA
"Entomopteryx rubridisca","Insecta"
"Launaea procumbens","Magnoliopsida"
"Sphaeranthus indicus","Magnoliopsida"
"Paragomphus lineatus","Insecta"
"Ammannia baccifera","Magnoliopsida"
"Terminalia arjuna","Magnoliopsida"
"Hippodamia apicalis","Insecta"
"Carinotetraodon imitator","Actinopterygii"
"Schistura mukambbikaensis",NA
"Psephellus trinervius",NA
"Devario malabaricus",NA
"Saissetia coffeae","Insecta"
"Agrochola lychnidis","Insecta"
