"year","user_login","n_days","n_spp","n_obs"
"2008","clauss",3,3,3
"2008","clawmarks",1,1,1
"2008","clay",5,5,6
"2008","cleanylee",1,4,4
"2008","clementine",1,2,2
"2008","clew89",2,3,3
"2008","cliffordyuma",1,1,1
"2008","cliffrose",4,5,5
"2008","clinton",8,20,21
"2008","clo_09",5,6,6
"2008","cloudberry",3,7,7
"2008","cloudya",3,3,3
"2008","cludiotimm",1,1,1
"2008","cmeckerman",15,40,55
"2008","cmerry",2,3,3
"2008","cmneri",3,3,3
"2008","cmstinson",3,3,3
"2008","cnacree",2,2,3
"2008","cnddb_brian",2,4,5
"2008","cneufeld",2,2,2
"2008","coatlicue",4,4,5
"2008","cobao",1,0,1
"2008","cobi",19,30,35
"2008","cobic",1,1,1
"2008","cockymonkroach",1,1,1
"2008","codyhough",101,297,298
"2008","coelho",9,13,13
"2008","coenobita",13,42,45
"2008","colbee1",9,12,12
"2008","colejwolf",1,1,1
"2008","coleo",1,1,1
"2008","colin25",47,116,150
"2008","colin_maddock",1,3,3
"2008","colin_odonnell",1,6,6
"2008","colincroft",4,3,4
"2008","colinpurrington",19,28,29
"2008","colintrainor",25,33,48
"2008","colleencraig",13,18,18
"2008","comores3",4,5,5
"2008","conanpsursinaloa",1,1,1
"2008","congonaturalist",14,22,23
"2008","connor-nz",1,8,8
"2008","conuropsis",22,31,33
"2008","cooperj",34,112,119
"2008","coralkoh",2,5,5
"2008","coraxlab",1,4,4
"2008","coreyjlange",14,18,18
"2008","cornelis",1,2,2
"2008","corunastylis",3,5,5
"2008","cotinis",8,10,11
"2008","cotiodie",2,2,2
"2008","cotonpinto",4,4,4
"2008","courtneyoneil01",1,1,1
"2008","cowyeow",1,1,1
"2008","coye",1,1,1
"2008","cpalomera",1,1,1
"2008","cparnapy",4,5,5
"2008","cpfeuillet",17,24,30
"2008","cprovost",1,1,1
"2008","cpvoget",6,11,13
"2008","crackcat",1,1,1
"2008","craftybirder",2,2,2
"2008","craftycarper",1,1,1
"2008","craig_hensley",1,1,1
"2008","craighensley",1,1,1
"2008","craigmartin",3,4,4
"2008","crance",1,5,5
"2008","crapfou",14,26,26
"2008","crawfishking",2,2,2
"2008","crayonponyfish",1,1,1
"2008","crazybirdy",3,7,7
"2008","creedo",15,39,39
"2008","crellow",6,10,10
"2008","crgillette",1,1,1
"2008","crisderos",1,1,1
"2008","crispyfur",1,1,1
"2008","crisritchie",2,3,3
"2008","cristhian-adrian",1,1,1
"2008","cristianmgv19",4,17,18
"2008","cristiano2",1,1,1
"2008","cristicernea",1,1,1
"2008","cristinarestrepo",1,1,1
"2008","criswaller",1,1,1
"2008","crix",1,1,1
"2008","crixus21",1,1,1
"2008","crotalusfan",4,5,6
"2008","csparr",2,4,4
"2008","cspnl",10,16,19
"2008","cstobie",4,55,62
"2008","ctdbryantx",4,5,5
"2008","ctgregh",1,1,1
"2008","ctnash",17,91,134
"2008","ctracey",25,113,147
"2008","ctravis",1,1,1
"2008","cubcom03",1,1,1
"2008","cullen",2,3,3
"2008","cupatitzio333",2,2,2
"2008","curiousbynature",30,79,89
"2008","curiousgeorge61",7,10,10
"2008","curtisn2",1,3,3
"2008","cushla_murphy",1,2,2
"2008","cuttothequick",8,8,10
"2008","cvolz",1,1,1
"2008","cwbarrows",13,30,42
"2008","cyberflora",4,1,4
"2008","cyeany",1,1,1
"2008","cynthia_r",11,11,11
"2008","cypseloides",43,58,68
"2008","cyric",12,20,21
"2008","cyril",1,2,2
"2008","cyril_ruth",1,1,1
"2008","cyrilsuleimanromierroumirardialt",1,1,1
"2008","d99",2,2,2
"2008","d_b",3,8,9
"2008","d_kluza",5,6,6
"2008","d_kurek",2,3,3
"2008","d_tinker",1,1,1
"2008","dabelkog",1,1,1
"2008","daczison",4,6,7
"2008","dadegroot",7,8,8
"2008","daehwan",1,1,1
"2008","dagamb",3,3,3
"2008","dai",1,1,1
"2008","daiko",1,1,1
"2008","daisieh",2,2,2
"2008","dakotabirder",35,60,63
"2008","dale_davey",2,6,44
"2008","dale_rosvall",1,5,5
"2008","daleheinert",2,2,2
"2008","dalien",1,1,1
"2008","dallenstein",2,3,3
"2008","damianbx",1,1,1
"2008","damighez",5,7,7
"2008","damontighe",10,19,21
"2008","damonwilliford",2,2,2
"2008","dan97",3,3,3
"2008","dan_colli",2,2,2
"2008","dan_johnson",2,2,2
"2008","danbeaupre",1,1,1
"2008","dancingfrog",5,5,5
"2008","dandaravi",1,1,1
"2008","daniel_neira",2,2,2
"2008","daniel_sosa",2,3,3
"2008","daniela_bertens",1,1,1
"2008","danielabombonati",3,1,4
"2008","danielafyf",1,1,1
"2008","danielaustin",10,21,32
"2008","danielbeat",3,3,3
"2008","daniele157",1,1,1
"2008","danieleseglie",44,28,271
"2008","danielgeorge",14,14,14
"2008","danielgonzlezamat",2,8,8
"2008","danielhvg",4,9,11
"2008","daniellegustafson",1,1,1
"2008","danielpowell",3,5,5
"2008","danieltapaya",1,1,1
"2008","danielx",1,1,1
"2008","danilinav",1,1,1
"2008","danilo_hegg",3,3,3
"2008","danilogg",1,1,1
"2008","daniomiserocchi",51,97,97
"2008","danjleavitt",15,16,16
"2008","dankillam",4,4,4
"2008","danny_mac",24,5,33
"2008","danpatrick",4,4,4
"2008","danshuurman",1,1,2
"2008","dantn",1,1,1
"2008","danzawacki",1,1,1
"2008","daojames",4,7,7
"2008","dariano",1,1,1
"2008","darkserge27",1,3,3
"2008","darlingtonpp",10,12,12
"2008","darren6",2,2,2
"2008","dattakhatik",1,1,1
"2008","dauthi47",1,1,1
"2008","dave-barry",1,12,12
"2008","dave-nz",1,2,2
"2008","dave_and_janet",3,3,3
"2008","dave_kelly",1,10,10
"2008","dave_lumley",1,7,7
"2008","davehalverson",4,4,4
"2008","daveharasti",4,3,4
"2008","davemmdave",5,6,6
"2008","davems",18,33,39
"2008","davestone",2,2,2
"2008","davewendelken",1,1,1
"2008","david_atkinson",5,8,8
"2008","david_bates",1,6,6
"2008","david_cottle",1,18,18
"2008","david_king",1,7,14
"2008","david_landreth",1,2,2
"2008","david_lee",1,10,10
"2008","david_legros",17,37,43
"2008","david_podmore",1,4,4
"2008","david_provan",1,2,2
"2008","david_tilson",1,9,9
"2008","david_torres",2,4,4
"2008","david_waiter",1,2,2
"2008","david_warnock",1,2,2
"2008","davidahofmann",1,0,1
"2008","davidbygott",20,56,63
"2008","davidclp",3,5,8
"2008","davidcooksy",1,1,1
"2008","daviddarricau",1,1,1
"2008","daviddo",4,7,8
"2008","daviddodd",12,18,18
"2008","davideberton",8,10,12
"2008","davidecheverrialewis",7,17,19
"2008","davidfisher",1,1,1
"2008","davidfraser1-",2,3,3
"2008","davidgascoigne",16,30,33
"2008","davidgil",1,1,2
"2008","davidhofmann08",1,1,1
"2008","davidhowdon",1,1,1
"2008","davidhsmall",1,1,1
"2008","davidjohnbowie",2,7,7
"2008","davidr",13,35,36
"2008","davidruizdominguez",2,2,2
"2008","davidsarkozi",8,50,50
"2008","davidshort",1,1,1
"2008","davidturgeon",10,26,28
"2008","davisharma",1,1,1
"2008","daviswj",13,35,36
"2008","davobj",1,1,1
"2008","dawnsherman",18,22,28
"2008","daynart",30,49,49
"2008","dbackjon",1,1,1
"2008","dbarclay",2,2,2
"2008","dbeadle",36,92,93
"2008","dbegbie",1,1,1
"2008","dbellamy",1,1,1
"2008","dbmcc09",5,17,17
"2008","dbree",13,22,27
"2008","dchinn_vol",5,9,9
"2008","dcoldren",16,25,26
"2008","dcoopercem",6,6,6
"2008","ddelon",1,0,1
"2008","dduff",2,2,4
"2008","deandsusan",1,1,1
"2008","deanhester94",2,2,2
"2008","deannadodgson",29,37,39
"2008","debbie_cooper",1,7,7
"2008","debbie_walton",1,2,2
"2008","debra_smith",1,4,4
"2008","debrainpa",1,1,1
"2008","debrawotton",1,2,2
"2008","debs_simpson",1,4,4
"2008","deepakdeshpande",1,1,1
"2008","defd",1,1,1
"2008","deirdre",1,6,6
"2008","dejong",6,6,6
"2008","delphine-nz",1,10,10
"2008","dendroctonus",4,4,4
"2008","dendroica",1,1,1
"2008","dendroica_aml",4,8,8
"2008","dendzo",1,1,1
"2008","deneb16",8,12,14
"2008","dengland81",10,23,24
"2008","denis_lander",2,6,32
"2008","denis_m",1,1,1
"2008","denis_rogerson",1,2,2
"2008","denis_tishin",35,49,64
"2008","denise_shirley",1,2,2
"2008","denise_walker",1,4,4
"2008","dennis",1,1,1
"2008","dennis37",1,1,1
"2008","dennis_jury",1,11,11
"2008","dennis_keall",1,7,7
"2008","denvergilbert",1,1,1
"2008","derek_russell",1,6,6
"2008","derek_smith",1,1,1
"2008","derrick1",4,8,11
"2008","desertharrier",1,2,2
"2008","desertnaturalist",3,19,20
"2008","deserts",4,5,5
"2008","designedforx",1,1,1
"2008","designonze",1,1,1
"2008","desmond_coote",1,8,8
"2008","destany1",1,1,1
"2008","destes",1,4,4
"2008","destinyanne",2,3,3
"2008","devendrabhardwaj",5,5,5
"2008","devinedmonds",4,3,4
"2008","devonted",1,1,1
"2008","dewald2",13,31,31
"2008","dfog",1,2,2
"2008","dgclaro",2,4,4
"2008","dger",13,13,13
"2008","dhalter",4,4,4
"2008","dharmagurl",1,1,1
"2008","dherbert",6,6,6
"2008","dhilkey",17,28,32
"2008","dhjacobs",1,1,1
"2008","dhobern",88,459,782
"2008","dhugallindsay",1,12,12
"2008","di_and_pete",1,4,4
"2008","diana",1,1,1
"2008","diana_zamora",1,1,1
"2008","dianabiggs",2,2,2
"2008","dianaterryhibbitts",29,126,150
"2008","diane_kawana",1,4,4
"2008","diane_lowe",1,6,6
"2008","dianna-nz",1,3,3
"2008","diannamahony",1,1,1
"2008","diannec",2,8,8
"2008","diapontiamc",1,1,1
"2008","didymops77",1,2,2
"2008","diederick1990",2,3,4
"2008","dietmarweise",1,1,1
"2008","dimoner",3,2,4
"2008","dineo_dibakwane",1,1,1
"2008","dingoqueen",5,7,8
"2008","diogoloretto",29,67,84
"2008","diogoluiz",6,11,14
"2008","diogoprov",18,26,27
"2008","diohio1",6,5,7
"2008","diptihumraskar",2,9,9
"2008","direbecca",4,4,4
"2008","djlizcano",1,2,2
"2008","djparisi",1,1,1
"2008","djpmapfer",1,1,1
"2008","djrawlinson",1,1,3
"2008","djringer",42,208,248
"2008","djweyer",6,6,8
"2008","djwilliamson",1,1,1
"2008","dkavanaugh",1,1,1
"2008","dlcarterksu",2,7,7
"2008","dlcoleman",8,15,16
"2008","dmcshaffrey",1,1,1
"2008","dmhaan",41,54,65
"2008","dmitrybelyavsky",2,2,2
"2008","dmkidwell",8,37,40
"2008","dms215",2,3,3
"2008","dnlonero",2,2,2
"2008","dnydick",1,1,1
"2008","dockens",7,18,18
"2008","docodave",3,3,3
"2008","doctorv",1,1,1
"2008","doggy0406",7,10,10
"2008","dolomedes",1,1,1
"2008","dolores_schuetz",2,2,2
"2008","dolors",1,0,1
"2008","dominic-nz",1,12,12
"2008","dominiqueschreckling",1,1,1
"2008","don-jean",1,1,1
"2008","don_cook",1,6,6
"2008","don_paterson",1,1,1
"2008","don_smith",1,1,1
"2008","donald_reid",1,7,7
"2008","donaldasutherland",13,34,45
"2008","donna_thurlow",1,3,3
"2008","donnamariemilligan",1,1,1
"2008","dontomberlin",2,2,2
"2008","donyoung",1,1,1
"2008","doreen_cotgrove",1,7,7
"2008","doreenchambers14",2,2,2
"2008","doris_lampart",1,6,6
"2008","dorofo2504",1,1,1
"2008","dorothy_devane",1,10,10
"2008","dory1",5,7,9
"2008","dossification",6,10,13
"2008","dot_piner",1,2,2
"2008","dottore333",1,1,1
"2008","douggoldman",1,1,1
"2008","douglas",1,12,12
"2008","douglas_rocha",1,1,1
"2008","douglasriverside",12,56,78
"2008","dougtaron",3,3,3
"2008","dpl",1,1,1
"2008","dpom",12,25,30
"2008","dptate",2,3,3
"2008","drabadude",1,1,1
"2008","drbh2o",9,31,39
"2008","drbrachydactyl",3,1,3
"2008","dreierj",16,299,352
"2008","dremsen",14,32,35
"2008","drennie",1,1,1
"2008","drew_avery",6,7,7
"2008","drewrdavis",1,2,2
"2008","drewzilla",1,1,1
"2008","drfred56",1,2,2
"2008","dri_mezini",1,1,1
"2008","driftlessroots",1,1,1
"2008","driley",48,172,199
"2008","drquest",2,3,3
"2008","drshawntdash",5,6,6
"2008","drswany",2,2,2
"2008","drtimk",2,2,2
"2008","dryomys",15,118,135
"2008","dscoomer",4,6,6
"2008","dshelton",2,2,2
"2008","dspiegel",1,1,1
"2008","dsutherland",3,3,3
"2008","dswight",1,1,1
"2008","dubh",6,6,7
"2008","duch",9,16,16
"2008","duckfat24",1,1,1
"2008","duncan_lindsay",1,8,8
"2008","duncanbutchart",1,1,1
"2008","duque",1,1,1
"2008","dustywings",1,1,2
"2008","dwabrams",1,1,1
"2008","dwboston",10,15,19
"2008","dweeks",8,8,8
"2008","dwkfoster",9,23,24
"2008","dyeany2",20,69,71
"2008","dystopire",1,1,1
"2008","e-aus-kanada",4,4,4
"2008","e-soriano-vargas",1,1,1
"2008","e16",2,2,3
"2008","e_quigley",10,11,11
"2008","eagle300",1,2,2
"2008","eangler",1,1,1
"2008","ebaquero",1,1,1
"2008","ebiopt",3,5,5
"2008","ebjno2",1,1,1
"2008","ecarpe",3,3,3
"2008","echo-lawrence",1,1,1
"2008","echobravosierra",1,1,1
"2008","echocreek",2,2,2
"2008","ecoexplore_wnc",1,1,2
"2008","ecologyelise",6,7,8
"2008","econat",1,1,1
"2008","ecophiliajones",2,3,3
"2008","ecovrar",8,40,51
"2008","ed_shaw",2,2,3
"2008","edain_cuevas",2,3,3
"2008","edcoreyncdpr",8,43,46
"2008","eddiebug",14,93,116
"2008","edelaquis",1,2,2
"2008","eden_tomlinson",1,3,3
"2008","edgarallenhoopoe",45,111,156
"2008","edgarpmv",9,14,16
"2008","edgley",1,6,6
"2008","edith_rackstraw",1,5,5
"2008","edouard_michoud",3,4,4
"2008","edpera2014",1,1,1
"2008","edporopat",9,12,14
"2008","edrianlozano",1,2,2
"2008","edrmorris",9,25,26
"2008","edson_guilherme",8,13,13
"2008","eduard_garin",19,88,115
"2008","eduardo_axel",20,27,27
"2008","eduardo_perez-garcia",1,3,3
"2008","eduardofmoreira",1,1,1
"2008","eduardopvz",1,1,1
"2008","eduardorealinho",2,2,2
"2008","edward-nz",1,2,2
"2008","edwardgeorge",1,1,1
"2008","edwardvalencia",1,1,1
"2008","edwhisler530",1,1,1
"2008","eeb101",4,2,4
"2008","efrenbiologia",1,9,10
"2008","egbert",4,3,4
"2008","eglantinacanales",1,1,1
"2008","egodaz",1,1,1
"2008","ehicks1054",4,4,4
"2008","ehjalmarson",13,19,26
"2008","ehmaia",5,5,5
"2008","ehurme",1,1,1
"2008","eila_lawton",1,5,5
"2008","eileen71",1,1,1
"2008","eileen_van_trigt",1,6,6
"2008","ejc",1,3,3
"2008","ejchuttenga",3,24,25
"2008","el15da",2,2,2
"2008","elaphrornis",20,90,93
"2008","eleeuw",3,7,7
"2008","elefbet",2,2,2
"2008","elepaio",2,2,2
"2008","elfaulkner",1,3,3
"2008","elfilia-garcia-sandoval",1,1,1
"2008","eliag",2,6,7
"2008","eliecerlp",2,2,2
"2008","eligarciapadilla",21,32,40
"2008","elinor-xalxiuhtlicue",11,32,35
"2008","eliotmiller",3,4,4
"2008","elisabeth-nz",1,8,8
"2008","elise",1,1,2
"2008","eliszard",2,8,10
"2008","elizabeth4",1,1,1
"2008","elizabeth_ashley",1,7,7
"2008","elizabeth_connell",1,5,5
"2008","elizabeth_karalus",1,9,9
"2008","elizabeth_lee",1,7,7
"2008","elizabeth_revell",1,6,10
"2008","elizabethky8",2,2,2
"2008","elizabethtcheng",2,2,2
"2008","elizabethvara",1,1,1
"2008","elizatorres",2,12,12
"2008","elizohio",1,1,1
"2008","elke_erb",1,1,1
"2008","ella_taylor",1,3,3
"2008","ellurasanctuary",1,1,1
"2008","ellycrazy",1,1,1
"2008","elody",1,3,3
"2008","elpidiocopado",4,5,5
"2008","elsabio",3,3,3
"2008","eltonleroux",47,111,122
"2008","eltwister",14,18,22
"2008","emakovec",1,1,1
"2008","emanning",1,1,1
"2008","emeryhoyle",1,1,1
"2008","emiliobuongermini",2,6,6
"2008","emily_r",1,1,1
"2008","emilyabel",2,4,4
"2008","emma-nz",1,1,1
"2008","emma_curtin",2,2,2
"2008","emma_woods",1,3,3
"2008","emmanuel",3,3,3
"2008","emsherratt",1,1,1
"2008","end-ya-life",2,2,2
"2008","engleton",1,1,1
"2008","enjic",1,1,1
"2008","enkidoo",6,9,10
"2008","enricocaprio",1,2,2
"2008","enrique77",2,1,2
"2008","enrique_flores_garcia_14",1,1,1
"2008","entomokot",41,131,145
"2008","eosborn",1,1,1
"2008","epoelzl",8,10,10
"2008","epopov",20,51,51
"2008","eproctor",1,1,1
"2008","equipo_l4s",1,1,1
"2008","er1kksen",2,8,8
"2008","eralverson",10,2,11
"2008","eraskin",3,4,4
"2008","erasmomac",2,4,4
"2008","erdenetushig",1,1,1
"2008","erendiracanales",11,16,17
"2008","eric_hough",1,1,1
"2008","eric_hunt",7,20,20
"2008","eric_keith",9,10,10
"2008","eric_tigrerito",1,1,2
"2008","ericcleveland",3,9,10
"2008","ericgbirder",2,2,2
"2008","ericisley",22,26,27
"2008","ericjorgensen",1,1,1
"2008","erick_rodriguez",30,88,113
"2008","ericolson",1,1,1
"2008","erikalbarran",1,1,1
"2008","erikamitchell",17,25,25
"2008","erikamonster",1,1,1
"2008","erikh755",3,3,3
"2008","erikpaterson",3,3,5
"2008","erinpilling",1,3,3
"2008","erlandreflingnielsen",21,56,77
"2008","erlonbailey",24,47,52
"2008","erncav",3,3,3
"2008","ernestkeeley",3,5,5
"2008","ernestodurand",7,9,10
"2008","ernestovelazquez",1,1,1
"2008","ernslawnorthstaff",9,3,13
"2008","erwinkoehler",10,9,10
"2008","esant",1,5,6
"2008","escalante-pasos",37,96,101
"2008","eschlogl",14,92,118
"2008","esoehren",4,4,4
"2008","esperanzamm",1,1,1
"2008","esrakotoarisoa",3,5,5
"2008","esteban52",2,2,2
"2008","estebanalzate",5,41,56
"2008","estebansurez",10,18,20
"2008","esther_loader",1,8,8
"2008","esther_wallace",1,4,4
"2008","ethanfsmith",1,1,1
"2008","etoninos",3,3,3
"2008","euderma",1,1,1
"2008","eugenezakharov",1,1,1
"2008","eugenezelenko",2,2,2
"2008","eugeniamendiola",13,15,17
"2008","eurocker",1,1,1
"2008","eurycea",2,8,14
"2008","eustatic1",6,10,12
"2008","evamana_kv",1,1,1
"2008","evancantdance",2,3,3
"2008","evelyn_ross",1,3,3
"2008","even928",2,3,3
"2008","evening",11,19,19
"2008","everett",1,1,1
"2008","eveseltzer",1,1,1
"2008","evgenyboginsky",32,157,248
"2008","ewanbennett",1,1,1
"2008","ewrunn1ng",1,1,1
"2008","fabiocianferoni",11,21,25
"2008","fabiomanfredini",2,2,2
"2008","fabiomologni",2,2,2
"2008","fabisho",1,1,1
"2008","fabius0402",1,1,1
"2008","fabolara",2,3,3
"2008","faby-favela",1,1,1
"2008","faerthen",9,15,15
"2008","fahrenheit_66",10,16,16
"2008","fairchicca",1,1,1
"2008","faithg",1,1,1
"2008","farinosa",1,1,1
"2008","farpost",1,1,1
"2008","farrispa",1,1,1
"2008","fausto",2,2,2
"2008","faye_thompson",1,3,3
"2008","faye_wilson-hill",1,1,1
"2008","fbio",2,2,2
"2008","fcoarce",1,1,1
"2008","fdouglasmartin",5,9,9
"2008","felipevasquez",1,2,2
"2008","ferdinando4",1,0,1
"2008","fernandocastro",2,2,2
"2008","fernandoromao",1,1,1
"2008","fero",39,111,133
"2008","feros",2,2,2
"2008","ferrari458",1,1,1
"2008","fg2hummingbirds",3,3,3
"2008","fgmedrano",1,0,1
"2008","fgodinot",2,2,2
"2008","field_daze",25,66,74
"2008","field_notes",5,5,5
"2008","figaro",5,13,13
"2008","fightingextinction",4,4,4
"2008","filee14",13,15,17
"2008","filiperibeiro",2,9,9
"2008","filippoceccolini",14,16,23
"2008","filippomelis",3,4,4
"2008","finatic",93,501,1128
"2008","finrod",9,68,77
"2008","firebike",1,1,1
"2008","fish2bug",6,9,9
"2008","fisherman",1,4,4
"2008","fishesoftexas",1,1,1
"2008","fittinger",7,10,10
"2008","fitz1412",1,1,1
"2008","fiveline",1,1,1
"2008","fixer11",3,2,5
"2008","fjcamarena",1,1,1
"2008","fjsolis",2,3,3
"2008","flabellare223",1,2,2
"2008","flamingtofunz",2,1,2
"2008","flapack",4,23,23
"2008","flaviorocchi",4,5,5
"2008","flaxington",1,1,2
"2008","flecksy",88,193,242
"2008","flight69",1,2,2
"2008","flint62",1,1,1
"2008","flora_wallace",1,6,6
"2008","florem",8,11,11
"2008","flores-palacios",2,3,4
"2008","florianwolf",4,20,20
"2008","flosker",2,2,2
"2008","floydreed",1,1,1
"2008","flozanor",10,14,14
"2008","fmgee",6,6,6
"2008","fmoretzsohn",5,10,10
"2008","fmshilling",23,21,52
"2008","fnon",1,1,1
"2008","folini",4,8,9
"2008","fonturbel",1,1,1
"2008","fordk",1,1,1
"2008","forestecolo",1,1,1
"2008","forester14",1,3,3
"2008","forester93",1,1,1
"2008","fossil_rim",3,63,77
"2008","foster_and_maureen",1,3,3
"2008","foster_sa",2,2,2
"2008","fotografianomada",1,1,1
"2008","fra_ale",1,1,1
"2008","fragmansapir",12,20,23
"2008","frahome",14,31,35
"2008","fraleigh",1,2,2
"2008","fran_kell",1,12,12
"2008","frances_skinner",1,2,2
"2008","francescagraziani",10,15,16
"2008","francesco_25",1,1,1
"2008","francescocecere",1,3,3
"2008","francescoric",3,13,13
"2008","franci",1,5,5
"2008","francisco100",11,18,18
"2008","francisco3_tutor",13,14,15
"2008","franciscodocampo",6,5,6
"2008","franck",9,61,64
"2008","franco_silva",1,1,1
"2008","francoandreone",4,3,6
"2008","francois-de-bordeaux",1,1,1
"2008","francolim",1,1,1
"2008","frank_arroyo",1,1,1
"2008","frankfrank",1,1,1
"2008","frankpierce",1,1,1
"2008","franoisgadinaud",1,2,2
"2008","franzanth",11,26,30
"2008","fraserross",3,1,3
"2008","fraxiash",2,3,3
"2008","frazersmith",2,2,2
"2008","fred_colgate",1,11,11
"2008","freddesmoulins",10,17,19
"2008","fredericdiebold",1,2,2
"2008","fredyenamecatl",2,3,3
"2008","fregata",1,9,9
"2008","fresa_diving_caves",16,42,45
"2008","friel",2,2,2
"2008","friesen4",1,1,1
"2008","friskproject",2,1,2
"2008","friso",3,3,3
"2008","fruitbat",2,2,2
"2008","fttavares",1,1,1
"2008","fulinn",1,1,1
"2008","fullpuku",3,4,4
"2008","fundad",7,5,8
"2008","fundulus",2,3,3
"2008","fungalfan",1,1,1
"2008","furlanic",1,1,1
"2008","fvaldesp_tutor",9,25,26
"2008","fw_tom",3,3,3
"2008","g7t",2,2,2
"2008","g_buck",5,10,10
"2008","gaberlunzi",6,7,7
"2008","gabinus2003",1,0,4
"2008","gabriel-nz",1,8,8
"2008","gabrielle_charlton",1,12,12
"2008","galapaul",12,11,13
"2008","galxe",1,1,1
"2008","gamelaner",3,4,4
"2008","gancw1",5,6,6
"2008","ganeish",13,31,31
"2008","gareth_preiss",1,1,1
"2008","gary_richardson",1,2,2
"2008","garyasta",1,1,2
"2008","garymn",1,1,1
"2008","gautam_s",1,1,1
"2008","gavin_kerr",1,10,10
"2008","gazza",1,4,4
"2008","gbigatti",4,5,6
"2008","gbohne",1,2,2
"2008","gbotello",2,2,2
"2008","gbudyk",20,42,47
"2008","gcsnelling",9,26,27
"2008","gcwarbler",30,63,67
"2008","gdcall14",1,1,2
"2008","gdurkee",10,11,11
"2008","gediminas",2,2,2
"2008","geetha4",2,3,3
"2008","gelato426",1,1,1
"2008","gemlin",7,37,39
"2008","gemmamacfarlane",1,1,1
"2008","genjitsu",25,22,50
"2008","gennita",1,1,1
"2008","geodani",6,9,9
"2008","geoff_and_helen",1,3,3
"2008","geoff_foreman",2,11,14
"2008","geoff_lathey",1,6,6
"2008","geoff_lewis",1,3,3
"2008","geoff_swailes",1,6,6
"2008","geoffrey",1,4,4
"2008","geographerdave",14,21,22
"2008","geomer",1,1,1
"2008","georectified",33,71,80
"2008","george7cal",11,14,15
"2008","george_carr",1,5,5
"2008","georgehokl",1,1,1
"2008","georgenaturephotos",1,1,1
"2008","georgfritz",7,15,17
"2008","georgiafern",1,3,3
"2008","gerardoae",2,2,2
"2008","gerardosalazar",1,1,1
"2008","gerhardd",10,13,13
"2008","gerhardmalan",45,77,87
"2008","gerjhe",2,2,2
"2008","germainealexanderparada",23,49,52
"2008","germangarzagarcia",1,1,1
"2008","gernotkunz",30,105,121
"2008","gerrit_oehm",1,1,1
"2008","gerritjan",1,1,1
"2008","gerry_carter",3,3,3
"2008","gerryboy",2,2,2
"2008","gerrycampbell",1,1,1
"2008","gerryvantonder",10,23,29
"2008","gesnerio",33,63,86
"2008","ggiribet",1,1,1
"2008","ggoatboy",83,193,374
"2008","ghannan",1,1,1
"2008","gholman",1,1,1
"2008","gianluigi1951",3,5,5
"2008","gianmcolleoni",1,1,1
"2008","gianni_del_bufalo",1,1,1
"2008","giffbeaton",18,26,30
"2008","gigacat",1,4,4
"2008","gigilaidler",3,3,3
"2008","gigirose",1,4,5
"2008","gilhercar13",3,9,10
"2008","gillesd",1,1,2
"2008","gillespm",1,4,9
"2008","gillessanmartin",37,111,129
"2008","gillian_edwards",1,1,1
"2008","gillian_kotlyar",1,5,5
"2008","gillian_vine",1,3,3
"2008","ginid",9,11,11
"2008","giorgio_bardelli",16,36,37
"2008","gismo",1,4,4
"2008","giuseppecosenza",2,2,2
"2008","gjverspui",5,5,5
"2008","glebnsk",1,6,6
"2008","glennis",1,9,9
"2008","glentepke",2,2,2
"2008","glhans",2,2,2
"2008","glokplopit",2,5,5
"2008","glynn",1,1,1
"2008","gmenut",1,1,1
"2008","gmilana",1,1,1
"2008","gmucientes",16,62,80
"2008","gnat1979",1,1,1
"2008","gnat79",2,3,3
"2008","godricvt",9,16,16
"2008","godutchbaby",1,1,1
"2008","goldfeather",3,3,3
"2008","gomezsluis",2,2,2
"2008","gonzalopatagonia",1,1,1
